<118>2024-11-16T18:46:01Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T18:46:01Z, ConnectionID: 19792, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 60953, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global
<118>2024-11-16T20:32:55Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-16T20:32:55Z, ConnectionID: 23803, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 57617, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:32:58Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:32:58Z, ConnectionID: 23140, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 51341, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:33:55Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:33:55Z, ConnectionID: 23158, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 58564, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:33:58Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:33:58Z, ConnectionID: 23163, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 58564, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:34:55Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-16T20:34:55Z, ConnectionID: 23852, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 55270, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:35:08Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:35:08Z, ConnectionID: 23208, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 51977, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:35:55Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-16T20:35:55Z, ConnectionID: 23875, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 59994, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:36:15Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:36:15Z, ConnectionID: 23255, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 61760, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:37:16Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:37:16Z, ConnectionID: 23286, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 63317, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:37:16Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:37:16Z, ConnectionID: 23286, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 63317, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:37:43Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:37:43Z, ConnectionID: 23303, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 64923, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 1, SID: 57756, Revision: 2, Message: MALWARE-CNC DNS Fast Flux attempt, Classification: A Network Trojan was Detected, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:38:26Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:38:26Z, ConnectionID: 23318, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 57846, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:38:27Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:38:27Z, ConnectionID: 23320, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 49206, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:39:56Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-16T20:39:56Z, ConnectionID: 24005, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 57587, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:39:56Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-16T20:39:56Z, ConnectionID: 24005, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 57587, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:40:22Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-16T20:40:22Z, ConnectionID: 24035, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 64771, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 1, SID: 57756, Revision: 2, Message: MALWARE-CNC DNS Fast Flux attempt, Classification: A Network Trojan was Detected, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:40:59Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:40:59Z, ConnectionID: 23398, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 58459, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:41:29Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-16T20:41:29Z, ConnectionID: 24043, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 52419, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:41:59Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:41:59Z, ConnectionID: 23450, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 59561, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:42:33Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-16T20:42:33Z, ConnectionID: 24080, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 52376, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:42:59Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:42:59Z, ConnectionID: 23481, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 54060, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:43:36Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-16T20:43:36Z, ConnectionID: 24107, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 61092, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:43:59Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:43:59Z, ConnectionID: 23523, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 50709, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:44:56Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:44:56Z, ConnectionID: 23546, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 56458, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:45:00Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:45:00Z, ConnectionID: 23553, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 56458, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:45:57Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:45:57Z, ConnectionID: 23592, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 58944, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-16T20:46:00Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T20:46:00Z, ConnectionID: 23598, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 58944, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 1, GID: 3, SID: 19187, Revision: 7, Message: PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt, Classification: Attempted User Privilege Gain, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global
